mean,max,p2p,std,rms
0.10469065872357049,0.547,0.908,0.08250382776933893,0.12534845342918566
0.10487294301479566,0.698,1.201,0.08240045621925775,0.1258601561076971
0.10454817129742663,0.576,0.942,0.0820165913542121,0.12528097080787956
0.10492509399873043,0.632,1.03,0.08067200298481324,0.12537324927344165
0.10488236730309097,0.71,1.171,0.08168363996479346,0.12540676022656422
0.10475155036867036,0.566,0.9149999999999999,0.08187204123896194,0.1254812518181092
0.10469563943551931,0.557,0.992,0.08014109612206173,0.12484466524039495
0.10586840177743055,0.769,1.182,0.08120354960212968,0.12630566419080347
0.10543971873626641,0.647,1.021,0.08203274331785235,0.126176740922028
0.10504258020411153,0.53,0.835,0.08173941968494916,0.1254628419228365
0.104880755896284,0.671,1.142,0.08226036712761157,0.12571323875923293
0.10525240490258313,0.608,1.065,0.08184565250870267,0.12593045119823545
0.10485775672640266,0.718,1.1059999999999999,0.08090749948838764,0.12529555702492423
0.10623716978368086,0.637,1.123,0.08456568116670854,0.12752346429959496
0.10550734899164999,0.608,1.084,0.08487246613419606,0.1270641028947418
0.10551364812734998,0.627,1.018,0.08276570901445705,0.126395340958156
0.10397685433859076,0.679,1.04,0.08117277470483879,0.1244791757232105
0.10580213877630743,0.637,1.006,0.08387019780823322,0.126957849776622
0.10740348649836418,0.569,0.9249999999999999,0.08495515184181418,0.1290581022241332
0.10462654426485668,0.591,0.903,0.0817356551304545,0.12541838395443422
0.1046821133844426,0.566,0.947,0.08114341304014334,0.12502826498152037
0.10423531422432734,0.703,1.16,0.081030193858359,0.12455590588214431
0.10389892084574442,0.522,0.876,0.07941707294559942,0.1238865861379404
0.1061503979686508,0.608,1.0110000000000001,0.08504770349145653,0.12755311045259593
0.10505991503491381,0.73,1.108,0.08108819325492325,0.1255641341107763
0.10512534791737878,0.671,1.0590000000000002,0.08203663693110246,0.12598444884837373
0.10519600566433909,0.552,0.916,0.08309810395543543,0.12619960266915745
0.10773611992773084,0.671,1.101,0.08933152456878993,0.13041937486621819
0.1087662971824796,0.657,1.0430000000000001,0.09132745079685067,0.13212800168229324
0.10651042531373602,0.566,0.9319999999999999,0.08653379304116142,0.1285576946873403
0.1076557449094194,0.745,1.299,0.0888396468438869,0.1305041110993023
0.10782001074271207,0.591,1.087,0.08897977366546243,0.13042749185420413
0.10720044924068559,0.679,1.0670000000000002,0.08805309598453294,0.12964677603947036
0.10799521461008839,0.662,1.075,0.08987875055062414,0.1306384963154674
0.10740895551540604,0.715,1.2109999999999999,0.08821949212399653,0.12975690402929901
0.10743937692270131,0.759,1.211,0.08859805439053371,0.13000195076421017
0.10751760339860345,0.627,1.062,0.08856897255495744,0.12965917320555256
0.10746218077054542,0.583,0.971,0.08794827869791873,0.12969521980977533
0.10901816494946043,0.725,1.186,0.09108667198372575,0.13182113973672188
0.10712275990038575,0.869,1.345,0.08799789856153468,0.12949909224896267
0.10708403730650909,0.586,1.018,0.08788458629487972,0.12935729145653654
0.1071985448508228,0.735,1.091,0.08742635120047221,0.12933774056828634
0.10805171150935106,0.718,1.116,0.08961791719244205,0.13059349718462063
0.10829049269983884,0.664,1.138,0.08981264513381108,0.13101645298466616
0.10772078714780993,0.603,1.072,0.08893105406458128,0.12991705219559865
0.10799750964402556,0.935,1.428,0.09049205196279235,0.1312531499602245
0.10813316079886715,0.713,1.209,0.08942168164371003,0.13073622824246975
0.10781756921724694,0.598,1.011,0.08869869426823415,0.1302959879834908
0.10758972606084281,0.703,1.194,0.08915793922065121,0.13051493047729834
0.10802041115288832,0.603,1.069,0.08911836681255483,0.13051330072485706
0.10814961668050196,0.635,1.131,0.0885924817903443,0.13058805870455545
0.10744181844816642,0.784,1.1800000000000002,0.08920118961625129,0.13016784737281456
0.10822491332584598,0.833,1.238,0.08939285357960794,0.1307777696716272
0.10915244885004151,0.747,1.196,0.09192361784357486,0.1323414309962037
0.10756804531471263,0.679,1.065,0.0892054369531875,0.13047259932554572
0.1082226182919088,0.566,0.996,0.0899597385331231,0.13071898877391722
0.10829718247961324,0.789,1.123,0.09011095083253909,0.13100222363306085
0.10891005420186534,0.637,1.1280000000000001,0.09070082455789463,0.13169312548780635
0.10863992382440549,0.715,1.0979999999999999,0.09083626077671642,0.13189055782770698
0.10740260754919674,0.562,1.065,0.087556714647726,0.1292416994087354
0.10780731481029347,0.569,1.104,0.0888397165024882,0.13023483505322564
0.10857068216221495,0.649,1.135,0.09035457552516749,0.13118984480384605
0.10938703061672934,0.654,1.084,0.0931674346560819,0.13275154630195035
0.10756726402656379,0.872,1.397,0.09019363884495961,0.13074024951186206
0.10708442795058352,0.608,1.008,0.08770905209078553,0.1292101329613345
0.10757121929781728,0.676,1.084,0.08922575654201399,0.13037497277862684
0.10765135016358221,0.542,0.9470000000000001,0.08845358241082536,0.12976380937287602
0.10776322086039357,0.664,1.2160000000000002,0.0899268664813357,0.13090061756273194
0.10793295571072806,0.759,1.191,0.08953476435693737,0.13085418848278588
0.10798022364373261,0.632,1.096,0.08930891299576244,0.13078364457218036
0.10792812149030713,0.591,0.972,0.09007047746590358,0.13063947226043882
0.10748425216075004,0.605,1.0030000000000001,0.08920212606680157,0.13020629734072395
0.10778851506421214,0.696,1.077,0.08930789360929763,0.1305257513901591
0.10786244445529566,0.737,1.203,0.08846955790821681,0.13029810070981984
0.10733575858196201,0.603,1.02,0.08846686590620488,0.12960814877965568
0.10802636847502319,0.754,1.186,0.08977753574786526,0.130787745775517
0.10764636945163338,0.696,1.121,0.08845511906912916,0.13020840308444184
0.10778553640314469,0.598,1.02,0.08864654757769601,0.13018881103938848
0.10702402461057668,0.632,1.064,0.08798119826731521,0.12944375412776618
0.10859895502710093,0.854,1.396,0.09068530890593147,0.13150929830918612
0.10865530543483569,0.725,1.096,0.09073654291239733,0.13132785507213446
0.10753112944968017,0.627,1.049,0.08928929663460954,0.1303004509956298
0.10788964304897698,0.652,1.087,0.08982806842149009,0.1307398861031049
0.10775203867376337,0.784,1.25,0.08921304721543245,0.13028863749013606
0.10888876409980956,0.825,1.282,0.0906254745831266,0.13186468770696674
0.10765530543483567,0.879,1.296,0.08933619398648464,0.1303442888073302
0.10785248303139801,0.874,1.272,0.09003214070617237,0.13079722925737128
0.10744518775330826,0.625,1.001,0.08791082449256972,0.1296230962347915
0.10842404414278042,0.781,1.316,0.09029357910979306,0.1314226044930138
0.10776917818252843,0.61,1.018,0.08908678572778157,0.13038719453630332
0.10809219200156257,0.776,1.259,0.08813627553194334,0.13022673117968442
0.1075279066360662,0.601,0.989,0.08941886803307403,0.1299760291466924
0.10712119732408808,0.693,1.084,0.08953521495467438,0.13001299859514567
0.10819112261340884,0.691,1.1869999999999998,0.08876901686280725,0.1305214691118521
0.10846369451633381,0.691,1.228,0.09003478501866327,0.13124849704645003
0.10792978172762341,0.623,0.975,0.09018653100228981,0.13085983979351615
0.10710542506958348,0.642,1.042,0.08772432933840478,0.12934985100221277
0.10782713999707016,0.703,1.099,0.08988407930514648,0.130748369734733
0.10759768543385907,0.784,1.233,0.09014363014006103,0.13067736532129354
0.10841608476976415,0.737,1.191,0.08960135513189567,0.13105761590407214
0.10896811367742565,0.701,1.0939999999999999,0.09130640254314011,0.1320727681053277
0.1082868792421505,0.623,1.241,0.0906224470702665,0.13127452449461835
0.10678202060647492,0.652,1.2650000000000001,0.08802555393177736,0.12920671561542385
0.10810967332389278,0.684,1.084,0.09077888924307444,0.13106686749916158
0.10707109722154401,0.667,1.17,0.08821335218009703,0.12910342962824226
0.10856868011133357,0.742,1.221,0.08958563372746121,0.1310632278923117
0.10881102592900044,0.862,1.2429999999999999,0.09068799699934742,0.13165299580436027
0.10823228673275062,0.64,0.989,0.0893447274673203,0.13063814178137348
0.10753982128033596,0.706,1.111,0.08947223461337393,0.13026252607521874
0.10836701010791541,0.73,1.096,0.08921395603280852,0.13082432590406995
0.10903579276331853,0.588,1.01,0.0909892627598281,0.13178744352188004
0.10859133746764979,0.784,1.275,0.09074819037866295,0.13157868757135088
0.10776663899604473,0.71,1.152,0.08729249738704688,0.12971464152887371
0.10877992089457492,0.728,1.177,0.09074439800010482,0.13178661650804754
0.10810024903559744,0.635,1.133,0.08995366736517987,0.13106982430260952
0.10829210410664583,0.649,1.032,0.09049424626976137,0.13127210125758804
0.10721534254602276,0.623,1.026,0.09056069385844688,0.13036641615484285
0.10740001953220371,0.566,1.001,0.08815340210507842,0.12946068815975678
0.10780536158992139,0.61,1.006,0.08888216876390567,0.1304052280849592
0.12692812149030713,0.762,1.143,0.09677635358608856,0.15106662762739492
0.12674417696176568,0.771,1.262,0.09524985197769678,0.15069196191603199
0.12691454660872112,0.767,1.1480000000000001,0.09574962891621236,0.15104002665788654
0.12650656770350116,0.664,1.089,0.09414802393365931,0.14987621273734358
0.12726480785194588,0.691,1.057,0.09592314522103734,0.15128646764578418
0.1291237853410811,0.715,1.23,0.09747149402639195,0.15341403172504564
0.12896117974510476,0.823,1.2309999999999999,0.0983983173076751,0.15372439496991888
0.12784462131940036,0.664,1.086,0.10039279632268924,0.1531340029277572
0.1273976268372479,0.72,1.0859999999999999,0.09832615921675995,0.15218214945140893
0.1288873480150398,0.818,1.24,0.10129910916642997,0.15453146865107184
0.12910269056106255,0.779,1.2530000000000001,0.09934736260568536,0.15374558233365154
0.12921099663069485,0.764,1.196,0.10062780673482095,0.1541803773164752
0.12853654963621272,0.752,1.143,0.10028737655885572,0.15373430976819177
0.12733619805654572,0.667,1.014,0.09752695145792026,0.15159119894066855
0.12942780409199667,0.713,1.072,0.09952771064045933,0.154407525939006
0.12796581864348847,0.693,1.076,0.10130627074905124,0.15357694972326752
0.1285346452463499,0.796,1.206,0.10032164315015363,0.15369912941817682
0.1296977391474193,0.72,1.123,0.10161229652428122,0.1553982435308874
0.12803418135651157,0.63,1.045,0.09965279024960384,0.15297886977101066
0.1282603642755994,0.708,1.184,0.10119708476320498,0.1538234741966468
0.12982880023438645,0.649,1.079,0.10082675757914623,0.15506709797144214
0.12890575711704672,0.757,1.355,0.10212313190169821,0.15443362259015259
0.12942653449875482,0.701,1.109,0.102178373696015,0.1552572790448832
0.12993959665999316,0.659,1.018,0.1011865968143483,0.15511035169261636
0.13026309878412032,0.75,1.207,0.10260658939608412,0.15574422865397433
0.1293466966160457,0.581,0.903,0.10112395202571813,0.15478212202354077
0.1302314077835832,0.757,1.214,0.10195406885404903,0.15575157057289857
0.13020650422383903,0.798,1.3860000000000001,0.10447358020877466,0.1561941615251219
0.1292583133942087,0.767,1.292,0.10259033949270976,0.15519700734681924
0.13172918599540992,0.627,1.001,0.10330363567829282,0.1573596103673047
0.1284966062796035,0.64,1.018,0.10196582027613207,0.15408029067157228
0.12930084476781095,0.649,1.057,0.10215306628663653,0.15467582478205943
0.1326557937399287,0.723,1.111,0.10561715361789864,0.15898569554909017
0.13066770838419844,0.625,1.025,0.10407573155448847,0.15665720150425164
0.13068758240148443,0.713,1.065,0.10388867685738278,0.15650841878519545
0.13156726402656382,0.725,1.306,0.10501357651691326,0.15777834252949935
0.1296975926558914,0.647,1.1280000000000001,0.10332095885529238,0.1555247843364446
0.1305344010938034,0.627,1.01,0.10612287671137657,0.15732594975257602
0.1311875091557205,0.696,1.121,0.10352791837935169,0.15711526083038557
0.13068099028272864,0.669,1.245,0.10483596946285817,0.15690201837853573
0.12972650031739832,0.593,0.94,0.10264323130596732,0.1554792510268747
0.130321695395283,0.684,1.0670000000000002,0.1033172121235592,0.1564795884910765
0.12937794814199913,0.62,0.969,0.10232493186415421,0.15516701558237955
0.1306326969090288,0.671,1.088,0.1027148241072083,0.15636101333933763
0.13171253479173786,0.649,1.037,0.10287719334301942,0.15733422064256827
0.1270410176278139,0.61,1.089,0.09960127606162374,0.1521514101605645
0.12825152595341568,0.667,1.077,0.10072109412386818,0.15346304775648856
0.12942287221055715,0.645,1.026,0.10084354607917871,0.15473903358263422
0.1281036671712486,0.754,1.452,0.10115301284393349,0.15367854158997585
0.1272376580887739,0.835,1.218,0.10110711311428483,0.15292401122978036
0.12951442941549882,0.652,1.174,0.10096277507165073,0.1546662563775903
0.12920459983397628,0.764,1.189,0.10227773402173908,0.15510182668003736
0.128587333365887,0.618,1.097,0.1002680715602183,0.15384671291502952
0.1282188583426925,0.696,1.2109999999999999,0.09958984500437497,0.15327672517443486
0.12775174569070755,0.62,1.037,0.10002457806411386,0.1529933469378217
0.12938615166756187,0.62,1.225,0.10178091101407136,0.1549119411385067
0.12868543385907516,0.632,1.067,0.10050442832212754,0.1539837232017869
0.12882943503100738,0.654,1.15,0.10033217235610087,0.15407978423897298
0.12847516968601982,0.813,1.1789999999999998,0.1000870670077019,0.1536908988117302
0.12945622344841057,0.906,1.35,0.09969291530637543,0.15467902243183396
0.12734972410762244,0.71,1.0979999999999999,0.09840715531531279,0.15201735456091714
0.12642707163435715,0.652,1.03,0.09576936321345303,0.15033481099935836
0.12869051223204261,0.632,1.093,0.09938247609889424,0.15361730415721433
0.1274213584647688,0.762,1.1360000000000001,0.09796767269703933,0.15177571920077676
0.12821080130865764,0.684,1.1600000000000001,0.0976852109398757,0.1527204295950738
0.12774871819913083,0.757,1.199,0.09703471421576,0.15195719917262776
0.12656413887396845,0.649,1.052,0.09720971001680988,0.15097192631506046
0.12841603593925485,0.632,1.049,0.10007049077526688,0.1535164749194144
0.12842546022755016,0.762,1.1139999999999999,0.09844300689328632,0.15329297447132634
0.12754211631427317,0.669,1.062,0.09883813605751535,0.1523275245645958
0.12696537916890474,0.576,0.9279999999999999,0.09728628475211648,0.1514680708697144
0.12787348015039796,0.674,1.1960000000000002,0.09747814629409306,0.1522664236548726
0.12732208603935738,0.664,1.123,0.09679686274919927,0.15145275874590305
0.1271570877484252,0.691,1.089,0.09816440823901698,0.15198857740792077
0.1276154109087358,0.588,0.969,0.09660944900130705,0.15162645728228297
0.12619317349479955,0.652,1.162,0.09656261481693312,0.15046406947487362
0.12745773719419895,0.686,1.133,0.09657714300561389,0.15146548164027968
0.12837330924361542,0.632,1.12,0.09823820085850091,0.1529651661579121
0.1263709653791689,0.591,1.087,0.09702432444969021,0.15074444772510615
0.1258529225059817,0.669,1.106,0.09371872233232326,0.1494344113419983
0.12644176961765713,0.642,1.089,0.09469242081693889,0.14991302050352417
0.12734025098881782,0.769,1.089,0.09516418670029471,0.15100723579667397
0.1254411836515455,0.576,0.984,0.09379032887753856,0.1489640886981359
0.12593310220225595,0.596,1.009,0.09467838954996477,0.14957929837471032
0.1272051858000879,0.649,1.123,0.09523443987655639,0.15110147870888338
0.1267593632501587,0.703,1.091,0.0961005955142771,0.15071978790308216
0.12666170223155426,0.664,1.111,0.09494035659173923,0.1501564379479601
0.1269887201523512,0.725,1.123,0.09460077010634002,0.15043292734040808
0.12449538551687095,0.649,1.0150000000000001,0.09365618200771945,0.14808737999200383
0.12738297768445725,0.64,1.055,0.09486148937147512,0.1509955031605438
0.12712212510376483,0.686,1.069,0.0963207568969945,0.15142083396430372
0.12497324088090238,0.659,1.123,0.09445790041872286,0.14896964956666917
0.12570916548659603,0.691,1.1179999999999999,0.09253950591521015,0.14877036569842944
0.12676722496215634,0.635,1.001,0.09245437986131858,0.14946152840797056
0.12570398945261002,0.703,1.15,0.09299306903906955,0.1487305811881191
0.1256026661458079,0.684,1.072,0.09447969947254171,0.149639055124965
0.1272873187167342,0.652,1.101,0.0943059986713945,0.15066882662699063
0.12553015283949415,0.669,1.084,0.09457164182847093,0.14945427593332886
0.12670843302895649,0.647,1.143,0.09560410165375624,0.15060326239389296
0.1272006933932321,0.715,1.142,0.0945043807869867,0.15094494601469524
0.12576043752136334,0.737,1.142,0.09403076257231904,0.14920496240634898
0.1263447922261829,0.686,1.106,0.09474970079441915,0.15017754211262094
0.1264943600761756,0.64,1.065,0.09434599621025029,0.1500857749123695
0.12669251428292397,0.667,1.07,0.09569917279834912,0.15048560846602058
0.12644660383807804,0.649,1.079,0.09357853527003705,0.15003661450679556
0.12694545632110946,0.671,1.052,0.0928006328992394,0.14987878788267714
0.12560588895942185,0.686,1.194,0.09381812407369841,0.14914737886433233
0.1254355193124664,0.745,1.153,0.09355746968792339,0.14896908691697677
0.12662185653596367,0.625,1.0110000000000001,0.09367385652817277,0.15001562869246232
0.1261546950534694,0.674,1.111,0.09410725122303161,0.1495563630142584
0.12715703891791594,0.654,1.113,0.09553532863855689,0.15094721598872507
0.1266403144684799,0.798,1.179,0.09394427774082627,0.15019339015422042
0.1260450217295766,0.645,1.055,0.09370133690112767,0.1494883335033411
0.12501235411885345,0.72,1.264,0.0930404160851448,0.1484437793993583
0.1268566336246887,0.776,1.206,0.09384999898780812,0.15046680769453466
0.12544157429561992,0.676,1.086,0.09340968654670131,0.1487939029922082
0.12691728111724204,0.664,1.064,0.09764917303198493,0.15136193421289382
0.12744035353288738,0.654,1.025,0.09414256954705492,0.15087685130263365
0.12650725133063137,0.696,1.177,0.09466589921363651,0.15023200444293922
0.12511196835782995,0.74,1.1280000000000001,0.0949385867378613,0.14884095099403008
0.12791938082914206,0.94,1.4529999999999998,0.09557265892798113,0.15192898690302634
0.126072708628351,0.735,1.174,0.09471486093235154,0.14974973392851396
0.12621558669856928,0.63,1.033,0.09506561713565898,0.15029057406622975
0.1270507837296743,0.781,1.25,0.09414010904738684,0.15075918707308633
0.1256335270276869,0.652,1.084,0.09364499638423099,0.1490342878535128
0.12678221592851216,0.693,1.1789999999999998,0.09473182461159292,0.1505560925981048
0.12709116656086722,1.042,1.467,0.09551531637495843,0.15089821924695773
0.12715342546022756,0.696,1.1059999999999999,0.09496548248253993,0.1507634342799168
0.1262057229356902,0.662,1.036,0.09377084876045647,0.14964159813036715
0.12706689779774402,0.747,1.096,0.09284575864112249,0.14999112772237383
0.12722471800380877,0.64,1.099,0.09440522588911224,0.15075013807974136
0.1269141559646467,0.664,1.108,0.09384605641595878,0.1502597739189915
0.12712236925631135,0.676,1.086,0.09312527952203462,0.15038267819099863
0.12545329361785243,0.615,0.984,0.09230605778908109,0.14833366876380466
0.12713667659553687,0.752,1.306,0.09465930561682334,0.15068065858667096
0.12670296401191464,0.764,1.1400000000000001,0.09326360175390759,0.15024005304427648
0.12687152693002587,0.647,1.072,0.09419692780654862,0.15014333402774316
0.12629005322525513,0.691,1.152,0.09490360230739617,0.15037454613789542
0.12764856682455197,0.613,1.045,0.09378473868151428,0.15113094674686176
0.12553449875482203,0.642,1.038,0.0938144677530234,0.14912351817547395
0.1254122759900386,0.647,1.091,0.0948508124370521,0.1492916605250909
0.1268905219981444,0.649,1.169,0.09428914473341606,0.150359573093178
0.1267882709116656,0.63,1.028,0.09414209546695064,0.15028491634838118
0.1272407344108599,0.605,1.025,0.0934213363759115,0.15058456581111004
0.12725679964842032,0.732,1.381,0.09398552174696459,0.1508482268970578
0.1266557449094194,0.745,1.1480000000000001,0.09385807059479016,0.15020184817464094
0.1275407490600127,0.657,1.104,0.09341935507192542,0.15084628286682772
0.12859553689144976,0.664,1.074,0.0940041307255772,0.15159676410031903
0.12704839103471846,0.706,1.197,0.09356657188206097,0.1502094674952329
0.12577171736901213,0.703,1.177,0.09200601105738686,0.14856081708468682
0.1267282093852239,0.625,1.057,0.09477934826157619,0.15038929592599878
0.12679027296254697,0.649,1.037,0.0940017036809423,0.15053351350583868
0.12670228038478443,0.681,1.081,0.09339688796170144,0.14988305905983648
0.12638732359978516,0.623,1.048,0.09348013659396422,0.14967051692273842
0.1275808389081498,0.764,1.1179999999999999,0.09373462705231801,0.15086515578243787
0.12729781727623418,0.696,1.0939999999999999,0.09418818665591952,0.1508797192538261
0.12592436154109088,0.613,0.989,0.09208560696042946,0.14913254897548026
0.12551521070364763,0.884,1.35,0.09495466690168748,0.14945681522162915
0.12678592704721908,0.637,1.098,0.09262567149015082,0.150035172886823
0.1266534498754822,0.669,1.038,0.09258554887787743,0.14966904649161386
0.1263854680404317,0.608,1.018,0.092805273064476,0.14973124482237635
0.12609531715415792,0.781,1.1400000000000001,0.09299059952006661,0.1494204563538442
0.12718360271497633,0.686,0.994,0.09328659378831734,0.15065065857392157
0.12697875872845352,0.652,1.062,0.09389112366201109,0.15040230049678863
0.1262938131744714,0.625,1.001,0.0921152763838271,0.14891970297275256
0.12783861516675618,0.654,1.093,0.09316647840595835,0.15119310725502588
0.12570188974070998,0.791,1.187,0.09279356476398115,0.14913191736117098
0.12586371404853752,0.642,1.081,0.09405948579409372,0.14939322707444794
0.12719800771522047,0.691,1.162,0.09384988641474037,0.15063057587747303
0.12601010791542558,0.674,1.082,0.09381215357083093,0.14926741152890108
0.12745451438058497,0.684,1.092,0.09420419735987032,0.15080340715886753
0.12754655989061967,0.813,1.262,0.09517879868290315,0.15133083632412694
0.12485243420088872,0.669,1.118,0.09234933007545848,0.14789438894283793
0.12637003759949214,0.657,1.028,0.09291840129232447,0.14985961267437475
0.12800136725426048,0.649,1.086,0.09439047007528537,0.15163001261498782
0.12632179305630156,0.615,1.081,0.09264431548406586,0.14947230355407717
0.12725474876702966,0.662,1.077,0.09419145339726798,0.15077367382208504
0.1272953269202598,0.754,1.186,0.09240414528512851,0.15011970466529484
0.12617207871478098,0.627,1.096,0.09263833819096613,0.14949818497201645
0.12546647785536402,0.73,1.15,0.09172308392796524,0.1482195075325909
0.12774490941940522,0.732,1.169,0.09344155539637981,0.15116119838071326
0.12664788319742173,0.635,1.101,0.09339903751546258,0.14978290750559337
0.12729312954734118,0.574,0.9349999999999999,0.09332356651691416,0.1504516461751364
0.12703261878021388,0.728,1.092,0.09243371661797885,0.15001411151617375
0.12641242248156648,0.684,1.045,0.09222414701420083,0.14937968257069018
0.12542253039699205,0.715,1.067,0.09194976509713967,0.14842787778597405
0.12728687924215049,0.955,1.343,0.09418426907153855,0.15101915214846232
0.1268959910151863,0.662,1.109,0.09409361125382894,0.15048560278751127
0.12611943942575324,0.764,1.2429999999999999,0.09207627919713081,0.14912744277687254
0.1263484056838713,0.725,1.186,0.09247170581282116,0.14940737972230206
0.1260369158650325,0.615,1.008,0.09297147706955139,0.1492036808062427
0.12618809512183213,0.662,1.036,0.09252414711703913,0.14909952970839843
0.1271476146296206,0.61,0.927,0.09221950647529796,0.15032086813430207
0.1260016602373163,0.62,1.028,0.09324301960073264,0.149333888924672
0.1255212168562918,0.647,1.025,0.09301552238255346,0.14852314176198117
0.1267682504028517,0.615,1.05,0.09226068147605382,0.1496150750661352
0.12645636993993847,0.613,1.045,0.0945468121455516,0.15024942655526036
0.12580853557302604,0.662,1.014,0.0924615351218986,0.14888735688856114
0.12664524634991944,0.623,1.08,0.09339659399992503,0.1500346988529829
0.12639035109136187,0.73,1.121,0.0924951240796181,0.1495161207521246
0.12703261878021388,0.664,1.138,0.09402566823563958,0.15041462025424854
0.12716324039259727,0.728,1.189,0.09385876872824599,0.1506613190188135
0.12722545046144831,0.698,1.198,0.09302074542769474,0.15029975095607404
0.12548654719468724,0.674,1.133,0.09226472884103841,0.14881755353928527
0.1273066067679086,0.676,1.008,0.09262545520271735,0.15051111384346313
0.1256802089945798,0.637,0.986,0.09218309832974818,0.14847562569775274
0.12592841447336295,0.618,0.967,0.09140040219069562,0.14866442343891698
0.12805854778065334,0.71,1.198,0.09488637625745643,0.1517885605943384
0.12530812051369697,0.574,0.943,0.09037130154997984,0.14803084496511856
0.1258759705063724,0.645,1.1360000000000001,0.09365473865391137,0.1495308381446059
0.1277461301821378,0.759,1.047,0.09202859433977593,0.15047949064033342
0.12642531373602225,0.649,1.093,0.09329387489093584,0.1496850498256773
0.12587260120123053,0.652,1.131,0.09440536144639655,0.1496834397498874
0.12679037062356557,0.701,1.092,0.09199295237893511,0.1494399375544442
0.1264103716001758,0.684,1.065,0.09431227473037689,0.14993653979312385
0.12599316372869768,0.747,1.2349999999999999,0.09195590520394684,0.14909512374850595
0.12659880853557304,0.662,1.15,0.09339967731115184,0.14991095962345566
0.12485150642121197,0.71,1.137,0.09354459928175166,0.14814527864611818
0.12579642560671908,0.735,1.143,0.09371070297953257,0.14955451548909804
0.12685165291273987,0.881,1.374,0.09203019379999781,0.14965851896384674
0.1263024073441086,0.798,1.174,0.0932104977024224,0.1495640834536456
0.12519590800332048,0.615,0.981,0.09181711652495773,0.14783338906818355
0.1265914839591777,0.64,1.126,0.09200745644786783,0.14951094241052532
0.1269158650324723,0.605,1.037,0.0929581388110957,0.1501047637797693
0.12524991454660872,0.627,0.983,0.0925505873462347,0.14824012966062503
0.12692597294789784,0.62,0.986,0.09362607111043288,0.15022549305822935
0.12697690316910004,0.64,1.028,0.09325016320445559,0.1502097366635227
0.12659255823038232,0.679,1.121,0.09449783350495736,0.15023596021715385
0.12715528101958104,0.647,1.147,0.0933852850498371,0.15055193846670595
0.12634191122613408,0.593,1.032,0.09471375500361413,0.15010421172849137
0.126693002588017,0.608,1.084,0.09149106449669817,0.14951860183777216
0.12599697250842326,0.662,1.092,0.09286358703496794,0.14954138853868656
0.12705630157722544,0.637,1.03,0.09375406972803421,0.15067989962170578
0.12552473265296157,0.669,1.074,0.09119386527507344,0.1482072385739018
